sample_role,parent_asin,proposed_device_type,source_domains,main_category,title,categories_evidence,limited_metadata_evidence,original_exclusion_reason,exclusion_gate_categories,supporting_metadata_fields,matched_device_terms,matched_smart_terms,proposed_decision,confidence,audit_label,audit_notes,draft_version,sampling_rank
strong_exclusion_control,B0BM8R7P62,smart_bulb,Electronics,Camera & Photo,"3PCS Wireless WiFi Light Socket Security Camera Outdoor, 1080P Lightbulb Camera for Home Security with Alexa, Color Night Vision, Two-Way Audio, Motion Tracking, Color Night Vision Detection Alarm",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: 💡【Easy Installation & WiFi Connect】The bulb camera is directly installed on the lampholder (110V~240V), completed within a minute, easy and fast. The wireless wifi security camera supports 2.4G WiFi (5G WiFi is not supported), scan the QR code, quickly match, and remotely view or control the monitoring angle of the bulb camera via APP on IOS/Android devices anytime, anywhere to protect your family. 💡【Two-way Voice an… | description: Easy to install It is very easy to install this light bulb camera. Just screw the camera into the lamp holder, connect to the wi&fi, no drilling, no wiring, no",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera|smart_plug:approved_identity_phrase_absent|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:security camera,approved_identity_phrase_absent|identity_not_in_title_or_categories|multi-type conflict|wrong_product,title|features|description|details,bulb|light bulb,alexa|wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,5b14dc9d051ecd9896ba857b79986ed5ec1578fa81ab07b1ac324cb880154af0
strong_exclusion_control,B0BW3QZXWD,smart_bulb,Electronics,Camera & Photo,"HELMOP Light Bu lb Security Camera Wireless Outdoor/Indoor, 2.4G 1080P Wireless Light Bu lb Security for Home Security with Motion Detection,Two-Way Audio, Night Vision",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: 🧸【Easy Installation & Remote Control】The light bulb camera is directly installed on E27 Socket (110V~240V). Connect the wifi light bulb camera to a 2.4G router (Not Support 5G WiFi), scan the QR code, quickly match,Bulb camera anytime, anywhere via app iCSee on IOS/Android device,Keep your home safe. 🧸【Full HD 1080P Color Night Vision】The security light bulb camera equipped with 4 IR LEDs and 4 white LEDs. The IR lig… | description: HELMOP Bulb Camera ,2MP Full HD Panoram For Both Day and Night 355°complete coverage,crystal clear image quality won't miss any details Main Features: 1.Megapi",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera|smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:security camera,approved_identity_phrase_absent|identity_not_in_title_or_categories|multi-type conflict|wrong_product,features|description,bulb|bulbs|e27|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,5c48bc9780106537934456cc8e83b80881538ac5d383460bee71f93be3ce9c21
strong_exclusion_control,B0BBWMZ7TC,smart_bulb,Electronics,Camera & Photo,"LIGUHAY Light Bulb Security Cameras - Easy Installation 2.4Ghz WiFi 360° Pan/tilt Panoramic Wireless Outdoor/Home Light Socket Cameras,Use for Home Security,Motion Detection,Two-Way Audio",Electronics Camera & Photo Video Surveillance Surveillance Cameras Bullet Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Bullet Cameras | features: 【Very Important】When you connect the camera for the first time, if you can't find the built-in wifi of the camera, press and hold the [RESET] on the top of the camera with a toothpick for 5 seconds when the camera is turned on, and release it when you hear the prompt tone. When you reset the camera, you can find the built-in wifi of the camera. The unified name format of the built-in wifi is: ""BCCQXXXXX"" 【1080P and I… | description: …ll be gradually printed with LIGUHAY trademark,【Very Important】When you connect the camera for the first time, if you can't find the built-in wifi of the ca",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_plug:approved_identity_phrase_absent|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras,approved_identity_phrase_absent|multi-type conflict|wrong_product,title|features|description,bulb|e27|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,5cac016020a58b59b3dbf0e37921a987c4e9d061418a1f69f965d3f78e7b33e2
strong_exclusion_control,B0BFXDRHDF,smart_bulb,Electronics,Camera & Photo,XKYPIN Security Camera Wireless WiFi 1080P HD IP Camera Pan Tilt 360 Degree Panoramic Surveillance Cam Color Night Vision Floodlight Motion Detection Alarm E27 Indoor,Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: 💡Easy to Setup: Replace E27 bulb directly and easily, Set up quickly in 1~2 minutes, Upgraded WiFi module is compatible with 5GHz & 2.4GHz, no need to worry about whether it fits your home WiFi band. Compatible with Alexa echo and Google Assistant device, realize intelligent interaction and make the security camera smarter. 💡Advanced Night Vision: HD1080P camera is equipped with night vision infrared LED, which can m… | details: Best Sellers Rank Dome Surveillance Cameras 3933 Brand XKYPIN Connectivity Technology Wireless Date First Available September 20, 2022 Item Weight 8 ounces Item mo",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,title|features,bulb|e27,alexa|google assistant|wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,654d73c4fd78864fb773187c6526adcc9a884b69b4a9ae427b859ae944bf2c11
strong_exclusion_control,B0BCQ221CZ,smart_bulb,Electronics,Camera & Photo,"Light Bulb Security Camera 3MP—Only Connect 2.4GHz WiFi Wireless Indoor Surveillance Camera, 1080p HD 355° Pan/Tilt Baby Monitor Auto Tracking/Night Vision/2-Way Talk/Alerts/TF/Cloud(No 5GHz WiFi)",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | details: Best Sellers Rank Dome Surveillance Cameras 375 Brand Axirata Connectivity Technology Wireless Date First Available September 1, 2022 Indoor/Outdoor Usage Indoor Item Weight 8.8 ounces Manufacturer USICSEE-AX Product Dimensions 5.8 x 2.7 x 2.7 inches Recommended Uses For Product Baby Monitor,Indoor,Outdoor Special Feature Night Vision, Motion Sensor",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera,approved_identity_phrase_absent|wrong_product,title,bulb|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,67f6f81e15217f5d1de7cc07c85d89172cd06a9bac8404f05974b4fb75648a16
strong_exclusion_control,B01AJV7IHM,smart_bulb,Electronics,All Electronics,"Projector, Syhonic S5 Portable Mini 1080P Full HD Home Media Player Cinema Theater DVDs HDMI VGA USB AV LED Projector with Remote Control for iPhone Mac Laptop Galaxy (Black)",Electronics Video Projectors,"categories: Electronics Video Projectors | features: Profession appearance design: The profession appearance design for ventilation has largely improved the stability and life time for the projector. Input: VGA/AV/USB/SD/HDMI(Support PC Laptop). Native Resolution: 320 x 240; Supported resolution: 1024 x 768. Brightness: 60 Lumens. Contrast: 300:1. Aspect Ratio: 4:3/16:9. Long lamp life: Led light, Up to 20,000 hours. Smart and affordable, easy to carry it anywhere wit… | description: …put, 1 x audio output, 1 x SD card, 1 x USB input (built-in media player), 1 x Power and built-in speakers No need to spend hundreds of dollars on a replacement bulb after only a few years!",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:projector,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,description,bulb,,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,7227769b92fb51e1ae057260bb4c623a245341f1d8a86165c1f8d83d16c3696f
strong_exclusion_control,B07ZH72ZGJ,smart_bulb,Electronics,Camera & Photo,"E-XVIM 4PCS Light Bulb Camera, 2.4Ghz WiFi Camera, 1080P 355 Degree Panoramic Home Surveillance Camera with Night Vision, Two -Way Audio, APP Access",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: [355 degree swivel/tilt view camera] - Bulb camera, panoramic view, you can see the corners you need. [Easy Installation & Setup] - Our bulb camera is suitable for E26/E27 bulb holder, just plug and screw it into the bulb holder, then download the APP with your phone and use the APP to help the bulb camera connect to WIFI. [WiFi Bulb Camera & Full Color Night Vision] - 1080P bulb camera with 360 degree panoramic view… | description: 1 | details: Brand E-XVIM Compatible Devices Personal Computers, TV, Cameras, Tablet, Smartphone Connectivity Technology Wireless Date First Available October ",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:bulb camera|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:light bulb camera|smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras,approved_identity_phrase_absent|multi-type conflict|wrong_product,title|features,bulb|e26|e27|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,7b8fec6b4cb5eb825251557c52008e1206d33d6c32dc6ff1183e4b4a2bd39714
strong_exclusion_control,B088B7T35Q,smart_bulb,Electronics,Camera & Photo,Fujifilm Instax Mini 90 Neo Classic Instant Film Camera Black with 20 Instant Film Accessory Bundle,Electronics Camera & Photo Film Photography Film Cameras Instant Cameras,"categories: Electronics Camera & Photo Film Photography Film Cameras Instant Cameras | features: …film Instax Mini 90 Neo Classic Instant Film Camera (Black) with 20 Instant Film.The Fujifilm instax mini 90 offers advanced features, such as bulb and double exposures, that are attractions of traditional analog cameras and offer an enhanced capability to capture light creatively The instax mini 90 is also equipped with new functions and features like macro mode and high performance flash, making this an instant cam… | description: Items included: Fujifilm Instax Mini 90 Neo Classic Instant Film Camera Black Fujifilm Instax Mini Instant Film Twin Pack 20 Sheets (10 x 2) • Camera Case - Bag With",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,features,bulb,,exclude,high,accessory,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,7c721cb39c1201ba0263f996555280f887359fd53e49abf66957e74b7ef663ed
strong_exclusion_control,B00A2WKDJE,smart_bulb,Home_and_Kitchen,Tools & Home Improvement,14.42-ft Multi-Color Mini Bulb Solar Patio String Lights Item# 136556 Model#XQC006 UPC#736916612012,Home & Kitchen Seasonal Décor Seasonal Lighting Indoor String Lights,"categories: Home & Kitchen Seasonal Décor Seasonal Lighting Indoor String Lights | features: …ack Chinese lanterns. Great colors for Halloween Being powered by a separate amorphous solar panel allows lights to be placed in shady areas. Twenty bulbs illuminate up to eight hours when fully charged. 20 LED lanterns | description: …ing umbrellas, pergolas, trees, and doorways. Being powered by a separate amorphous solar panel allows lights to be placed in shady areas. Twenty bulbs illuminate up to eight hours when fully charged. | details: …r Bel air lighting Number of Light Sources 20 Occasion Halloween Package Dimensions 10.5 x 3.5 x 3.5 inches Power Source Solar Powered Type of Bulb LED",smart_bulb:approved_identity_phrase_absent|smart_bulb:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|smart_evidence_not_in_title_or_categories,title|features|description|details,bulb|bulbs,,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,83c5a50faed1e6d03a6c05ceb75e84b3d181a77066128a5aaae723dff26e2344
strong_exclusion_control,B0BVVYNB6Q,smart_bulb,Electronics,Camera & Photo,"Noonkey 2K/3MP Light Bulb Security Camera 2 Pieces Alexa Light Bulb E27 Home WiFi Security Cameras with Automatic Human Tracking,Motion Zones Detection Alarm,Color Night Vision,Wireless 360° Pan/Tilt",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: …quality is clearer.which are 40% better than other 1080P pixel security camera images. 𝐖𝐢𝐫𝐞𝐥𝐞𝐬𝐬 𝐚𝐧𝐝 𝐄𝐚𝐬𝐲 𝐭𝐨 𝐈𝐧𝐬𝐭𝐚𝐥𝐥:You can directly use a common E27 bulb base (110V~240V) to install cameras for home security , no need to fix it with nails,security cameras wireless, more flexible and simple , can install anywhere you want . 𝐀𝐈 𝐈𝐧𝐭𝐞𝐥𝐥𝐢𝐠𝐞𝐧𝐜𝐞:The chips of our motion bulb camera has AI functions, humanoid framing functio… | details: Best Sellers Rank Dome Surveillance Cameras 106 Brand Noonkey Connectivity Technology Wireless Country of Origin China Date First Available November 11, 2022 Item",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera,approved_identity_phrase_absent|wrong_product,title|features,bulb|e27|light bulb,alexa|wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,856b0613e297b97fe3ef33a5b028408ca76befa098a1f35a54e896421b51ef21
strong_exclusion_control,B0B46C1LXV,smart_bulb,Electronics,Camera & Photo,"KOWVOWZ 2PCS 2.4GHz & 5GHz Wireless WiFi Light Bulb 1080P Outdoor, 360° Indoor Socket Security Cameras for Home Security with 2-Way Audio, Smart Motion Detection",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: 🎦【2.4GHz and 5GHz Double-band WiFi】 This wireless wifi light bulb security camera supports 2.4GHz and 5GHz Double-band network routers.Compared with other cameras on the market that only support 2.4Ghz, our camera can give you more wireless wifi options and control your camera more smoothly. You can use the APP to control the wireless wifi light bulb security camera viewing angle to achieve 360-degree viewing without… | details: Best Sellers Rank Dome Surveillance Cameras 116 Brand KOWVOWZ Connectivity Technology Wireless Date First Available June 1, 2022 Indoor/Outdoor Usage Indoor Item W",smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_plug:approved_identity_phrase_absent|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras,multi-type conflict|wrong_product,title|features,bulb|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,8666abc914a84f0d47e11f5adc6ea1e7d688e737059df77b48ccc92c7010c579
strong_exclusion_control,B0B24ZQNHY,smart_bulb,Electronics,Camera & Photo,"INQMEGA 2K 3.0MP Light Bulb Camera with E27 Connector, Wireless PTZ Security Camera Motion Auto Tracking, Two Way Audio, Night Vision, Tuya 360 Degree Panoramic WiFi IP Camera",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: [Wireless & Easy Installation] : Compatible with E26 / E27 light socket makes it quite easy to installl this security camera, simply screw this camera into a light socket(110V~240V),NO DRILL, NO WIRING, NO POWER CABLE, The camera compatible with 2.4GHz WiFi(5GHz Not Support) [2K 3MP Ultra HD Video Resolution] : This security surveillance camera is built-in 2pcs IR LEDs+6pcs white LEDs with 31ft w/b and 65.6ft FULL-CO… | details: Best Sellers Rank Dome Surveillance Cameras 2371 Brand INQMEGA Connectivity Technology Wireless Country of Origin China Date First Available February 24, 2022 Item",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:bulb camera|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:light bulb camera|smart_bulb:wrong_product:security camera|smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:ip camera|smart_plug:wrong_product:security camera,approved_identity_phrase_absent|multi-type conflict|wrong_product,title|features,bulb|e26|e27|light bulb,tuya|wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,88fd8887a541db271319896e399ae51fa3b1f5a67d440316e9410ead67d955e2
strong_exclusion_control,B08J3PCF7K,smart_bulb,Electronics,All Electronics,"5G WiFi Bluetooth Projector, 7200L Native 1080P Smart Outdoor Projector Home Theater Support 4k 200"" Display, Wireless Screen Mirror Airplay Zoom for iOS/Android/PS4/Fire Stick/HDMI/USB/DVD/Laptop",Electronics Video Projectors,"categories: Electronics Video Projectors | features: …s from your USB flash drive and HDD. External speakers can be added via headphone jack. Innovative Lighting & Cooling System - High-efficiency energy-saving LED lighting technology, LED bulbs have a service life of up to 50,000 hours, and are environmentally friendly, without the need for bulb replacement. A more advanced magnetic levitation fan cooling system can reduce noise and prolong the life of the projector wh… | description: 2021 NEW FULL HD 1080P PROJECTOR - BRINGS EVERYTHING TO LIFE This is a dazzling 1080p Full HD projector. Excellent image quality, powerful sound, and wide compatibility make it the best choice for your home en",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:projector,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,title|features,bulb|bulbs,bluetooth|wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,9426222f750516cbd442352e7e269eb7502653cb9ccc1e14b3cb66bce2e61ac2
strong_exclusion_control,B0BT45PXZ3,smart_bulb,Home_and_Kitchen,Amazon Home,"Pure Enrichment® PureZone™ Elite True HEPA Large Room Tower Air Purifier with Air Quality Monitor, 4 Stage Filtration and UV-C Light, Helps Destroy Bacteria, Smoke, Pollen & Dust (White)","Home & Kitchen Heating, Cooling & Air Quality Air Purifiers HEPA Air Purifiers","categories: Home & Kitchen Heating, Cooling & Air Quality Air Purifiers HEPA Air Purifiers | features: …s time to change the activated carbon pre-filter and medical-grade true HEPA filter. 5-YEAR WARRANTY: Pure Enrichment’s guaranteed 5-Year Warranty, 4-in-1 powerful air purifier, 2-in-1 filter, UV-C light bulb. Our customer support team provides daily quality service and peace of mind to millions worldwide all from a brand you can trust. | details: Filter Type Pre-Filter Brand Pure Enrichment Color White Control Method Touch Date First Available February 11, 2018 Floor Area 190 Square Feet Is Discontinued By Manufacturer No Item model number PEAIRTWR Manufacturer Pure Enrichment Noise Level",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories,approved_identity_phrase_absent|identity_not_in_title_or_categories,features,bulb|light bulb,,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,a0e27e62b18354315fb622366e8cee83dce442e182cca06558a2d522361e5207
strong_exclusion_control,B0C2VY3MQB,smart_bulb,Electronics,Camera & Photo,Security Camera 1080P Pan Tilt Light Socket Security Camera WiFi Bulb Camera Motion Detection Night Vision for Outdoor Indoor (1 Pcs),Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: 【Wireless & Quick Installation】Light-bulb camera can be installed using a normal E27 bulb base(110V~240V), it is as easy to install as a bulb, Which supports 24/7 continuous recording and will automatically overwrite once the SD card is full (This package not included SD card,MAX 32GB). And support 2.4G WiFi, NOT work with 5G WiFi. 【1080P Full HD & Color Night Vision】The WiFi wireless Lightbulb camera adopts 4pcs IR … | description: APP：JXLCAM Power Supply : E27 High Definition : 1080P(Full) Alert Notification : Yes Humanoid Movement Detection : Yes Siren & Light alarm : Yes SD Card : Supp",smart_bulb:wrong_product:bulb camera|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera|smart_plug:approved_identity_phrase_absent|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:security camera,multi-type conflict|wrong_product,title|features|description,bulb|e27|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,a956a57d667f26fc5bc03c693e9fe482a42b3c59440d86b0a6b5a70e3f500dc7
strong_exclusion_control,B09Q82FV9T,smart_bulb,Electronics,Camera & Photo,"XVIM Wireless WiFi Light Bulb Camera, 3MP Light Bulb Security Camera, 360° Pan/Tilt Indoor Outdoor Security Camera, Motion Detection, Night Vision",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: [Wireless Connection & Easy Installation] - XVIM bulb security camera supports 2.4Ghz WiFi (5Ghz WiFi is not supported). 2.4Ghz WiFi is more stable and the distance of connection is longer than 5Ghz WiFi. Also, equipped with an adapter, XVIM light bulb security camera can be easily used by being screwed into the adapter and plugged into the power supply. You can easily use the bulb camera even if there is no light so… | details: Best Sellers Rank Dome Surveillance Cameras 213 Brand XVIM Connectivity Technology Wireless Country of Origin China Date First Available January 12, 2022 Indoor/Ou",smart_bulb:wrong_product:bulb camera|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:light bulb camera|smart_bulb:wrong_product:security camera|smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:security camera,multi-type conflict|wrong_product,title|features,bulb|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,a9adfdd913f43c9d3a36186141f2c442bb6ffd9286874769c45cef7f1b084100
strong_exclusion_control,B09KYBCP9J,smart_bulb,Electronics,Camera & Photo,"COSULAN WiFi Light Bulb Camera, 360 Degree Panoramic Security Camera,1080P Surveillance Lamp Camera with Floodlight/Motion Detection/Night Vision/Cloud & SD Card Storage/Alert events/V380/B9",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: 【Easy to Install and Setup】It’s very easy and quick to install this bulb security camera in your house, just screw it into your light power socket E27. And this camera comes with one E27 socket also. Network setup and configuration are very simple and easy too. Just install our App and do following the steps on app or instructions in user manual to finish all settings. This bulb camera only supports 2.4G Hz WiFi conn… | description: 2.4G Hz WiFi SMART LIGHT BULB CAMERA A9 Easy Setup: 1. Download the APP ""V380 Pro"".Following the manual instructions. 2. Set-up is as simple as screwing in a l",smart_bulb:wrong_product:bulb camera|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:light bulb camera|smart_bulb:wrong_product:security camera|smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:security camera,multi-type conflict|wrong_product,title|features|description,bulb|e27|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,b33ea0d6589f483c55632ce8acbca4ace1893ac2bed0249f157e9354a67e98ed
strong_exclusion_control,B0B1DGN6F5,smart_bulb,Electronics,Camera & Photo,"EBAKIN Wireless WiFi Light Bulb Camera Home Security Camera, 360° Panoramic Camera with Night Vision/2-Way Audio/Smart Human Motion Detection,1080P Dome Cameras for Home,Baby,Pet (White)",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: Easy to Install and Setup:Light bulb wifi camera compatible work with E27 power sockets,easy to install.Scan the QR code for ""WiFi connection‘’ or “Hotspot config to wifi” connection,easy to setup successfully. Motion Detection and Alarm:This surveillance camera uses a high-sensitivity motion sensor,once the camera detects the motion of an object after it is connected to the Internet,it will record the motion and not… | details: Best Sellers Rank Dome Surveillance Cameras 2417 Brand EBAKIN Connectivity Technology Wireless Date First Available May 16, 2022 Indoor/Outdoor Usage Indoor Item W",smart_bulb:wrong_product:bulb camera|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:light bulb camera|smart_bulb:wrong_product:security camera,wrong_product,title|features,bulb|e27|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,b89f84e3bb8111216d31caacce9fe52617907e46c6a4d973bf4255f3c118f729
strong_exclusion_control,B07BHHNBJC,smart_bulb,Electronics,Amazon Devices,Echo (2nd Generation) - Oak Finish with 2 Smart Bulb Kit by Sengled,,"features: This bundle contains the Echo (2nd Generation) and the Element Classic by Sengled Starter Kit. Connect your smart lights to Alexa for easy voice control. Just ask, ""Alexa, turn on the living room light"" Echo connects to Alexa to play music, make calls, set music alarms and timers, ask questions, control smart home devices, and more—instantly. Just ask for a song, artist, or genre from Amazon Music, Spotify, Pandora, …",smart_bulb:wrong_product:echo,wrong_product,title|features,bulb,alexa|sengled|smart_near_bulb|voice control,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,bce51aace65fbecbe20f5314fcbfcdea5510483a17411e1144e62b685232e38e
strong_exclusion_control,B01HZML53Q,smart_bulb,Home_and_Kitchen,Amazon Home,Songmics Lighted Makeup Mirror LED Two-Side 5x Swivel Magnifying Cosmetic w/ Drawer Black UBBM01B,Home & Kitchen Bath Bathroom Accessories Bathroom Mirrors,"categories: Home & Kitchen Bath Bathroom Accessories Bathroom Mirrors | features: … detail of your hair and makeup are in place LED LIGHTS MIRROR: Both side with LED light, provide the most natural light and never need to replace bulb 360° SWIVEL DESIGN: Swivel smoothly between normal and magnifying mirror, can be fixed at any angle you like USB RECHARGEABLE: Standard USB port (cable included). Using for days on a single full charge. Batteries not required | description: SONGMICS LED lighted desktop makeup mirror, made of environment protective ABS material, features a smooth 360-degree swivel design that is adjustable to view at any angle. The powerful 5x magnification can provide you with ",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories,approved_identity_phrase_absent|identity_not_in_title_or_categories,features,bulb,,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,be457a534e34e0804da1ab709baa77f9f687721b5feb4ef3c8c25f8427a91157
